group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci 10,,,,,1024381.0,ns,9
fibonacci 10,,,,,2048585.0,ns,18
fibonacci 10,,,,,4325104.0,ns,27
fibonacci 10,,,,,6914261.0,ns,36
fibonacci 10,,,,,9716674.0,ns,45
fibonacci 10,,,,,11617772.0,ns,54
fibonacci 10,,,,,13536892.0,ns,63
fibonacci 10,,,,,15185639.0,ns,72
fibonacci 10,,,,,15124098.0,ns,81
fibonacci 10,,,,,17082845.0,ns,90
fibonacci 10,,,,,18173154.0,ns,99
fibonacci 10,,,,,18878973.0,ns,108
fibonacci 10,,,,,20248559.0,ns,117
fibonacci 10,,,,,22717454.0,ns,126
fibonacci 10,,,,,24597390.0,ns,135
fibonacci 10,,,,,26540108.0,ns,144
fibonacci 10,,,,,28198650.0,ns,153
fibonacci 10,,,,,29802476.0,ns,162
fibonacci 10,,,,,31858206.0,ns,171
fibonacci 10,,,,,33444560.0,ns,180
fibonacci 10,,,,,34674642.0,ns,189
fibonacci 10,,,,,36341324.0,ns,198
fibonacci 10,,,,,38441873.0,ns,207
fibonacci 10,,,,,39835718.0,ns,216
fibonacci 10,,,,,41253770.0,ns,225
fibonacci 10,,,,,42396490.0,ns,234
fibonacci 10,,,,,43432890.0,ns,243
fibonacci 10,,,,,45524130.0,ns,252
fibonacci 10,,,,,47458022.0,ns,261
fibonacci 10,,,,,32252747.0,ns,270
fibonacci 10,,,,,36501620.0,ns,279
fibonacci 10,,,,,38705180.0,ns,288
fibonacci 10,,,,,35906434.0,ns,297
fibonacci 10,,,,,35208160.0,ns,306
fibonacci 10,,,,,36191305.0,ns,315
fibonacci 10,,,,,36910689.0,ns,324
fibonacci 10,,,,,39708771.0,ns,333
fibonacci 10,,,,,53019201.0,ns,342
fibonacci 10,,,,,62437157.0,ns,351
fibonacci 10,,,,,45496391.0,ns,360
fibonacci 10,,,,,40370318.0,ns,369
fibonacci 10,,,,,60212294.0,ns,378
fibonacci 10,,,,,54705736.0,ns,387
fibonacci 10,,,,,43929513.0,ns,396
fibonacci 10,,,,,43410638.0,ns,405
fibonacci 10,,,,,43916715.0,ns,414
fibonacci 10,,,,,45084945.0,ns,423
fibonacci 10,,,,,45657863.0,ns,432
fibonacci 10,,,,,47673836.0,ns,441
fibonacci 10,,,,,46663309.0,ns,450
fibonacci 10,,,,,51245438.0,ns,459
fibonacci 10,,,,,49091764.0,ns,468
fibonacci 10,,,,,50798666.0,ns,477
fibonacci 10,,,,,53885215.0,ns,486
fibonacci 10,,,,,53844516.0,ns,495
fibonacci 10,,,,,54979105.0,ns,504
fibonacci 10,,,,,59296849.0,ns,513
fibonacci 10,,,,,54886901.0,ns,522
fibonacci 10,,,,,55529394.0,ns,531
fibonacci 10,,,,,59463229.0,ns,540
fibonacci 10,,,,,57750632.0,ns,549
fibonacci 10,,,,,61090812.0,ns,558
fibonacci 10,,,,,63475934.0,ns,567
fibonacci 10,,,,,62043424.0,ns,576
fibonacci 10,,,,,63356121.0,ns,585
fibonacci 10,,,,,63554299.0,ns,594
fibonacci 10,,,,,66529655.0,ns,603
fibonacci 10,,,,,67462362.0,ns,612
fibonacci 10,,,,,65862390.0,ns,621
fibonacci 10,,,,,69588687.0,ns,630
fibonacci 10,,,,,68720875.0,ns,639
fibonacci 10,,,,,70293035.0,ns,648
fibonacci 10,,,,,74450188.0,ns,657
fibonacci 10,,,,,72446916.0,ns,666
fibonacci 10,,,,,74569155.0,ns,675
fibonacci 10,,,,,71673603.0,ns,684
fibonacci 10,,,,,73390369.0,ns,693
fibonacci 10,,,,,73642492.0,ns,702
fibonacci 10,,,,,76382425.0,ns,711
fibonacci 10,,,,,75842153.0,ns,720
fibonacci 10,,,,,75980102.0,ns,729
fibonacci 10,,,,,80026739.0,ns,738
fibonacci 10,,,,,80529551.0,ns,747
fibonacci 10,,,,,81123356.0,ns,756
fibonacci 10,,,,,81855230.0,ns,765
fibonacci 10,,,,,85635827.0,ns,774
fibonacci 10,,,,,84203114.0,ns,783
fibonacci 10,,,,,84628837.0,ns,792
fibonacci 10,,,,,84957697.0,ns,801
fibonacci 10,,,,,87935168.0,ns,810
fibonacci 10,,,,,89878225.0,ns,819
fibonacci 10,,,,,89334762.0,ns,828
fibonacci 10,,,,,88862005.0,ns,837
fibonacci 10,,,,,90786846.0,ns,846
fibonacci 10,,,,,95606370.0,ns,855
fibonacci 10,,,,,96608857.0,ns,864
fibonacci 10,,,,,94434439.0,ns,873
fibonacci 10,,,,,97740141.0,ns,882
fibonacci 10,,,,,97688076.0,ns,891
fibonacci 10,,,,,100855001.0,ns,900
